master_version	rule_id	brand_id	category_id	db_ready	scoring_formula_version	メルカリ検索URL1	メルカリ検索URL2	メルカリ検索URL3	カテゴリ	性別	ブランド	ブランド日本語	服種類	商品名・狙い目	季節	季節ピーク	想定販売期間	素材加点	素材タグ	サイズ加点	サイズタグ	仕入れ上限	仕入れ上限_min	仕入れ上限_max	想定販売価格	想定販売価格_min	想定販売価格_max	粗利目安	粗利_min	粗利_max	想定送料_min	想定送料_max	配送サイズ	送料注意度	優先度	ブランドスコア	ジャンルスコア	素材スコア	サイズスコア	回転見込み	回転スコア	利益見込み	偽物リスク	真贋リスクスコア	劣化リスク	状態リスクスコア	相場信頼度	総合スコア_初期	推奨判定_初期	データ信頼度	強い条件	強みタグ	需要タグ	避ける条件	状態NGタグ	リスクタグ	検索キーワード	最低確認相場数	写真必須箇所	現場アクション	AI判定メモ	アプリ入力必須項目	即見送り条件	例外条件	AI追加質問	メルカリ検索式1	メルカリ検索式2	メルカリ検索式3	撮影指示詳細	購入制御ルール
v5_expanded_additions	RULE_EXP_004	BRD_GRAPHPAPER	CAT_LADIES	TRUE	v4.1	https://jp.mercari.com/search?keyword=Graphpaper%20%E3%82%B7%E3%83%A3%E3%83%84	https://jp.mercari.com/search?keyword=Graphpaper%20%E3%83%AF%E3%83%B3%E3%83%94%E3%83%BC%E3%82%B9	https://jp.mercari.com/search?keyword=%E3%82%B0%E3%83%A9%E3%83%95%E3%83%9A%E3%83%BC%E3%83%91%E3%83%BC%20%E3%83%91%E3%83%B3%E3%83%84	レディース服	ユニセックス	Graphpaper	グラフペーパー	シャツ／ワンピース／パンツ	オーバーサイズシャツ／ワンピース／パンツ	通年	通年	2〜8週間	コットン/ウール/リネン	コットン,ウール,リネン	M/L/人気サイズ/大きいサイズ	M,L,人気サイズ,大きいサイズ	3000〜12000	3000	12000	12000〜40000	12000	40000	約-1950〜32770	-1950	32770	230	750	ゆうパケットポスト〜宅急便60	中	A	78	70	85	75	普通	70	高	中	25	中	25	75	61	条件付き買い	中	サイズF/オーバーサイズ/ユニセックス/現行感	サイズF,オーバーサイズ,ユニセックス,現行感	ブランド指名買い,通年需要,高単価	シミ/黄ばみ/脇汗/強い臭い/破れ/真贋不明	シミ,黄ばみ,脇汗,強い臭い,破れ,真贋不明	真贋注意,状態注意,相場確認必須	Graphpaper シャツ,Graphpaper ワンピース,グラフペーパー パンツ	3	正面/背面/ブランドタグ/素材タグ/サイズ表記/ダメージ箇所	ブランドタグ・素材タグ・状態を確認し、売り切れ相場3件以上を検索	Graphpaperはオーバーサイズシャツ／ワンピース／パンツを優先確認。仕入れ上限を超える場合は相場確認必須。	ブランド,服種類,サイズ,素材,状態,仕入れ値,ブランドタグ写真,素材タグ写真,全体写真	真贋不明で高仕入れ/強い臭い/大きなシミ/破れ/ベタつき	売り切れ相場3件以上かつリペア可能で仕入れが十分安い場合のみ検討	ブランドタグ・素材タグ・ダメージ・サイズ・付属品の有無を確認しましたか？	Graphpaper シャツ	Graphpaper ワンピース	グラフペーパー パンツ	全体正面・背面、ブランドタグ、素材タグ、サイズ表記、脇、襟袖、裾、裏地、ダメージ箇所を撮影	高仕入れ時は売り切れ相場3件以上確認。状態NGがある場合は原則見送り。
v5_expanded_additions	RULE_EXP_005	BRD_HYKE	CAT_LADIES	TRUE	v4.1	https://jp.mercari.com/search?keyword=HYKE%20%E3%83%88%E3%83%AC%E3%83%B3%E3%83%81	https://jp.mercari.com/search?keyword=HYKE%20%E3%82%B3%E3%83%BC%E3%83%88	https://jp.mercari.com/search?keyword=%E3%83%8F%E3%82%A4%E3%82%AF%20%E3%82%A2%E3%82%A6%E3%82%BF%E3%83%BC	レディース服	ユニセックス	HYKE	ハイク	トレンチ／ニット／シャツ／アウター	トレンチコート／ミリタリーアウター／ニット／シャツ	通年	通年	2〜8週間	ウール/コットン/ミリタリー素材	ウール,コットン,ミリタリー素材	M/L/人気サイズ/大きいサイズ	M,L,人気サイズ,大きいサイズ	4000〜15000	4000	15000	15000〜50000	15000	50000	約-2700〜40250	-2700	40250	750	1200	宅急便60〜100	高	S	92	80	85	75	普通	70	高	中	25	中	25	75	66	条件付き買い	中	トレンチ/ミリタリー/ボア/人気型/美品	トレンチ,ミリタリー,ボア,人気型,美品	ブランド指名買い,通年需要,高単価	襟汚れ/袖口汚れ/ベルト欠品/ライナー欠品/毛玉	襟汚れ,袖口汚れ,ベルト欠品,ライナー欠品,毛玉	真贋注意,状態注意,相場確認必須	HYKE トレンチ,HYKE コート,ハイク アウター	3	正面/背面/ブランドタグ/素材タグ/サイズ表記/ダメージ箇所	ブランドタグ・素材タグ・状態を確認し、売り切れ相場3件以上を検索	HYKEはトレンチコート／ミリタリーアウター／ニット／シャツを優先確認。仕入れ上限を超える場合は相場確認必須。	ブランド,服種類,サイズ,素材,状態,仕入れ値,ブランドタグ写真,素材タグ写真,全体写真	真贋不明で高仕入れ/強い臭い/大きなシミ/破れ/ベタつき	売り切れ相場3件以上かつリペア可能で仕入れが十分安い場合のみ検討	ブランドタグ・素材タグ・ダメージ・サイズ・付属品の有無を確認しましたか？	HYKE トレンチ	HYKE コート	ハイク アウター	全体正面・背面、ブランドタグ、素材タグ、サイズ表記、脇、襟袖、裾、裏地、ダメージ箇所を撮影	高仕入れ時は売り切れ相場3件以上確認。状態NGがある場合は原則見送り。
v5_expanded_additions	RULE_EXP_006	BRD_SACAI	CAT_LADIES	TRUE	v4.1	https://jp.mercari.com/search?keyword=Sacai%20%E3%83%97%E3%83%AA%E3%83%BC%E3%83%84	https://jp.mercari.com/search?keyword=Sacai%20%E3%82%B7%E3%83%A3%E3%83%84	https://jp.mercari.com/search?keyword=%E3%82%B5%E3%82%AB%E3%82%A4%20%E3%83%8B%E3%83%83%E3%83%88	レディース服	ユニセックス	Sacai	サカイ	異素材切替／プリーツ／ニット／シャツ	異素材切替トップス／プリーツスカート／ニット／シャツ	通年	通年	2〜8週間	異素材/ウール/シルク/プリーツ	異素材,ウール,シルク,プリーツ	M/L/人気サイズ/大きいサイズ	M,L,人気サイズ,大きいサイズ	5000〜20000	5000	20000	18000〜70000	18000	70000	約-4320〜57790	-4320	57790	210	520	ネコポス〜ゆうパケットポスト	低〜中	S	92	80	85	75	普通	70	高	高	45	中	25	75	63	条件付き買い	中	異素材切替/プリーツ/人気型/美品/現行タグ	異素材切替,プリーツ,人気型,美品,現行タグ	ブランド指名買い,通年需要,高単価	真贋不明/プリーツ崩れ/引っ掛け/虫食い/汚れ	真贋不明,プリーツ崩れ,引っ掛け,虫食い,汚れ	真贋注意,状態注意,相場確認必須	Sacai プリーツ,Sacai シャツ,サカイ ニット	3	正面/背面/ブランドタグ/素材タグ/サイズ表記/ダメージ箇所	ブランドタグ・素材タグ・状態を確認し、売り切れ相場3件以上を検索	Sacaiは異素材切替トップス／プリーツスカート／ニット／シャツを優先確認。仕入れ上限を超える場合は相場確認必須。	ブランド,服種類,サイズ,素材,状態,仕入れ値,ブランドタグ写真,素材タグ写真,全体写真	真贋不明で高仕入れ/強い臭い/大きなシミ/破れ/ベタつき	売り切れ相場3件以上かつリペア可能で仕入れが十分安い場合のみ検討	ブランドタグ・素材タグ・ダメージ・サイズ・付属品の有無を確認しましたか？	Sacai プリーツ	Sacai シャツ	サカイ ニット	全体正面・背面、ブランドタグ、素材タグ、サイズ表記、脇、襟袖、裾、裏地、ダメージ箇所を撮影	高仕入れ時は売り切れ相場3件以上確認。状態NGがある場合は原則見送り。
v5_expanded_additions	RULE_EXP_007	BRD_BEAUTIFUL_PEOPLE	CAT_LADIES	TRUE	v4.1	https://jp.mercari.com/search?keyword=beautiful%20people%20%E3%83%A9%E3%82%A4%E3%83%80%E3%83%BC%E3%82%B9	https://jp.mercari.com/search?keyword=beautiful%20people%20%E3%83%88%E3%83%AC%E3%83%B3%E3%83%81	https://jp.mercari.com/search?keyword=%E3%83%93%E3%83%A5%E3%83%BC%E3%83%86%E3%82%A3%E3%83%95%E3%83%AB%E3%83%94%E3%83%BC%E3%83%97%E3%83%AB%20%E3%83%90%E3%83%83%E3%82%B0	レディース服	ユニセックス	beautiful people	ビューティフルピープル	ライダース／トレンチ／バッグ	ライダースジャケット／トレンチコート／バッグ	通年	通年	2〜8週間	レザー/ウール/コットン	レザー,ウール,コットン	M/L/人気サイズ/大きいサイズ	M,L,人気サイズ,大きいサイズ	3000〜12000	3000	12000	10000〜40000	10000	40000	約-3520〜32790	-3520	32790	210	520	ネコポス〜ゆうパケットポスト	低〜中	A	78	70	85	75	普通	70	高	中	25	中	25	75	61	条件付き買い	中	ライダース/キッズサイズ表記/トレンチ/状態良好	ライダース,キッズサイズ表記,トレンチ,状態良好	ブランド指名買い,通年需要,高単価	レザー剥げ/袖汚れ/肩周りダメージ/古い型	レザー剥げ,袖汚れ,肩周りダメージ,古い型	真贋注意,状態注意,相場確認必須	beautiful people ライダース,beautiful people トレンチ,ビューティフルピープル バッグ	3	正面/背面/ブランドタグ/素材タグ/サイズ表記/ダメージ箇所	ブランドタグ・素材タグ・状態を確認し、売り切れ相場3件以上を検索	beautiful peopleはライダースジャケット／トレンチコート／バッグを優先確認。仕入れ上限を超える場合は相場確認必須。	ブランド,服種類,サイズ,素材,状態,仕入れ値,ブランドタグ写真,素材タグ写真,全体写真	真贋不明で高仕入れ/強い臭い/大きなシミ/破れ/ベタつき	売り切れ相場3件以上かつリペア可能で仕入れが十分安い場合のみ検討	ブランドタグ・素材タグ・ダメージ・サイズ・付属品の有無を確認しましたか？	beautiful people ライダース	beautiful people トレンチ	ビューティフルピープル バッグ	全体正面・背面、ブランドタグ、素材タグ、サイズ表記、脇、襟袖、裾、裏地、ダメージ箇所を撮影	高仕入れ時は売り切れ相場3件以上確認。状態NGがある場合は原則見送り。
v5_expanded_additions	RULE_EXP_008	BRD_THE_RERACS	CAT_LADIES	TRUE	v4.1	https://jp.mercari.com/search?keyword=THE%20RERACS%20%E3%83%A2%E3%83%83%E3%82%BA%E3%82%B3%E3%83%BC%E3%83%88	https://jp.mercari.com/search?keyword=%E3%83%AA%E3%83%A9%E3%82%AF%E3%82%B9%20%E3%82%B3%E3%83%BC%E3%83%88	https://jp.mercari.com/search?keyword=THE%20RERACS%20%E3%82%B7%E3%83%A3%E3%83%84	レディース服	ユニセックス	THE RERACS	ザ・リラクス	モッズコート／シャツ／パンツ	モッズコート／ショートモッズ／シャツ／パンツ	通年	通年	2〜8週間	ウール/コットン/高密度素材	ウール,コットン,高密度素材	M/L/人気サイズ/大きいサイズ	M,L,人気サイズ,大きいサイズ	3000〜12000	3000	12000	10000〜40000	10000	40000	約-4200〜32250	-4200	32250	750	1200	宅急便60〜100	高	A	78	70	85	75	普通	70	高	中	25	中	25	75	61	条件付き買い	中	モッズコート/ライナー付き/美品/サイズ36/38	モッズコート,ライナー付き,美品,サイズ36,38	ブランド指名買い,通年需要,高単価	ライナー欠品/袖汚れ/色褪せ/金具不良	ライナー欠品,袖汚れ,色褪せ,金具不良	真贋注意,状態注意,相場確認必須	THE RERACS モッズコート,リラクス コート,THE RERACS シャツ	3	正面/背面/ブランドタグ/素材タグ/サイズ表記/ダメージ箇所	ブランドタグ・素材タグ・状態を確認し、売り切れ相場3件以上を検索	THE RERACSはモッズコート／ショートモッズ／シャツ／パンツを優先確認。仕入れ上限を超える場合は相場確認必須。	ブランド,服種類,サイズ,素材,状態,仕入れ値,ブランドタグ写真,素材タグ写真,全体写真	真贋不明で高仕入れ/強い臭い/大きなシミ/破れ/ベタつき	売り切れ相場3件以上かつリペア可能で仕入れが十分安い場合のみ検討	ブランドタグ・素材タグ・ダメージ・サイズ・付属品の有無を確認しましたか？	THE RERACS モッズコート	リラクス コート	THE RERACS シャツ	全体正面・背面、ブランドタグ、素材タグ、サイズ表記、脇、襟袖、裾、裏地、ダメージ箇所を撮影	高仕入れ時は売り切れ相場3件以上確認。状態NGがある場合は原則見送り。
v5_expanded_additions	RULE_EXP_009	BRD_AK_1	CAT_LADIES	TRUE	v4.1	https://jp.mercari.com/search?keyword=AK%2B1%20%E3%83%AF%E3%83%B3%E3%83%94%E3%83%BC%E3%82%B9	https://jp.mercari.com/search?keyword=AK%2B1%20%E3%83%96%E3%83%A9%E3%82%A6%E3%82%B9	https://jp.mercari.com/search?keyword=%E3%82%A8%E3%83%BC%E3%82%B1%E3%83%BC%E3%83%AF%E3%83%B3%20%E3%83%91%E3%83%B3%E3%83%84	レディース服	ユニセックス	AK+1	エーケーワン	ワンピース／ブラウス／パンツ	ワンピース／ブラウス／パンツ	通年	通年	2〜8週間	リネン/コットン/ウール	リネン,コットン,ウール	M/L/人気サイズ/大きいサイズ	M,L,人気サイズ,大きいサイズ	2000〜8000	2000	8000	8000〜25000	8000	25000	約-1550〜20270	-1550	20270	230	750	ゆうパケットポスト〜宅急便60	中	A	78	70	85	75	普通	70	中	中	25	中	25	75	61	条件付き買い	中	大人向け/BEAMS系/完売品/美品	大人向け,BEAMS系,完売品,美品	ブランド指名買い,通年需要,高単価	シミ/黄ばみ/脇汗/強い臭い/破れ/真贋不明	シミ,黄ばみ,脇汗,強い臭い,破れ,真贋不明	真贋注意,状態注意,相場確認必須	AK+1 ワンピース,AK+1 ブラウス,エーケーワン パンツ	3	正面/背面/ブランドタグ/素材タグ/サイズ表記/ダメージ箇所	ブランドタグ・素材タグ・状態を確認し、売り切れ相場3件以上を検索	AK+1はワンピース／ブラウス／パンツを優先確認。仕入れ上限を超える場合は相場確認必須。	ブランド,服種類,サイズ,素材,状態,仕入れ値,ブランドタグ写真,素材タグ写真,全体写真	真贋不明で高仕入れ/強い臭い/大きなシミ/破れ/ベタつき	売り切れ相場3件以上かつリペア可能で仕入れが十分安い場合のみ検討	ブランドタグ・素材タグ・ダメージ・サイズ・付属品の有無を確認しましたか？	AK+1 ワンピース	AK+1 ブラウス	エーケーワン パンツ	全体正面・背面、ブランドタグ、素材タグ、サイズ表記、脇、襟袖、裾、裏地、ダメージ箇所を撮影	高仕入れ時は売り切れ相場3件以上確認。状態NGがある場合は原則見送り。
v5_expanded_additions	RULE_EXP_010	BRD_DEMI_LUXE_BEAMS	CAT_LADIES	TRUE	v4.1	https://jp.mercari.com/search?keyword=Demi-Luxe%20BEAMS%20%E3%83%AF%E3%83%B3%E3%83%94%E3%83%BC%E3%82%B9	https://jp.mercari.com/search?keyword=%E3%83%87%E3%83%9F%E3%83%AB%E3%82%AF%E3%82%B9%20%E3%83%93%E3%83%BC%E3%83%A0%E3%82%B9%20%E3%82%B9%E3%83%BC%E3%83%84	https://jp.mercari.com/search?keyword=Demi-Luxe%20BEAMS%20%E3%83%96%E3%83%A9%E3%82%A6%E3%82%B9	レディース服	ユニセックス	Demi-Luxe BEAMS	デミルクス ビームス	ワンピース／スーツ／ブラウス	式典ワンピース／スーツ／上質ブラウス	通年	通年	2〜8週間	ウール/リネン/シルク混	ウール,リネン,シルク混	M/L/人気サイズ/大きいサイズ	M,L,人気サイズ,大きいサイズ	1000〜5000	1000	5000	5000〜15000	5000	15000	約-1250〜12270	-1250	12270	230	750	ゆうパケットポスト〜宅急便60	中	A	78	70	85	75	普通	70	中	中	25	中	25	75	61	条件付き買い	中	式典/通勤/セットアップ/美品/大きいサイズ	式典,通勤,セットアップ,美品,大きいサイズ	ブランド指名買い,通年需要,高単価	シミ/黄ばみ/脇汗/強い臭い/破れ/真贋不明	シミ,黄ばみ,脇汗,強い臭い,破れ,真贋不明	真贋注意,状態注意,相場確認必須	Demi-Luxe BEAMS ワンピース,デミルクス ビームス スーツ,Demi-Luxe BEAMS ブラウス	3	正面/背面/ブランドタグ/素材タグ/サイズ表記/ダメージ箇所	ブランドタグ・素材タグ・状態を確認し、売り切れ相場3件以上を検索	Demi-Luxe BEAMSは式典ワンピース／スーツ／上質ブラウスを優先確認。仕入れ上限を超える場合は相場確認必須。	ブランド,服種類,サイズ,素材,状態,仕入れ値,ブランドタグ写真,素材タグ写真,全体写真	真贋不明で高仕入れ/強い臭い/大きなシミ/破れ/ベタつき	売り切れ相場3件以上かつリペア可能で仕入れが十分安い場合のみ検討	ブランドタグ・素材タグ・ダメージ・サイズ・付属品の有無を確認しましたか？	Demi-Luxe BEAMS ワンピース	デミルクス ビームス スーツ	Demi-Luxe BEAMS ブラウス	全体正面・背面、ブランドタグ、素材タグ、サイズ表記、脇、襟袖、裾、裏地、ダメージ箇所を撮影	高仕入れ時は売り切れ相場3件以上確認。状態NGがある場合は原則見送り。
v5_expanded_additions	RULE_EXP_011	BRD_EFFE_BEAMS	CAT_LADIES	TRUE	v4.1	https://jp.mercari.com/search?keyword=EFFE%20BEAMS%20%E3%83%AF%E3%83%B3%E3%83%94%E3%83%BC%E3%82%B9	https://jp.mercari.com/search?keyword=EFFE%20BEAMS%20%E3%83%96%E3%83%A9%E3%82%A6%E3%82%B9	https://jp.mercari.com/search?keyword=%E3%82%A8%E3%83%83%E3%83%95%E3%82%A7%E3%83%93%E3%83%BC%E3%83%A0%E3%82%B9%20%E3%82%B8%E3%83%A3%E3%82%B1%E3%83%83%E3%83%88	レディース服	ユニセックス	EFFE BEAMS	エッフェ ビームス	ワンピース／ブラウス／ジャケット	高級ラインのワンピース／ブラウス／ジャケット	通年	通年	2〜8週間	シルク/ウール/リネン	シルク,ウール,リネン	M/L/人気サイズ/大きいサイズ	M,L,人気サイズ,大きいサイズ	2000〜8000	2000	8000	8000〜25000	8000	25000	約-2000〜19750	-2000	19750	750	1200	宅急便60〜100	高	A	78	70	85	75	普通	70	中	中	25	中	25	75	61	条件付き買い	中	Demi-Luxeより高級/高素材/美品	Demi-Luxeより高級,高素材,美品	ブランド指名買い,通年需要,高単価	シミ/黄ばみ/脇汗/強い臭い/破れ/真贋不明	シミ,黄ばみ,脇汗,強い臭い,破れ,真贋不明	真贋注意,状態注意,相場確認必須	EFFE BEAMS ワンピース,EFFE BEAMS ブラウス,エッフェビームス ジャケット	3	正面/背面/ブランドタグ/素材タグ/サイズ表記/ダメージ箇所	ブランドタグ・素材タグ・状態を確認し、売り切れ相場3件以上を検索	EFFE BEAMSは高級ラインのワンピース／ブラウス／ジャケットを優先確認。仕入れ上限を超える場合は相場確認必須。	ブランド,服種類,サイズ,素材,状態,仕入れ値,ブランドタグ写真,素材タグ写真,全体写真	真贋不明で高仕入れ/強い臭い/大きなシミ/破れ/ベタつき	売り切れ相場3件以上かつリペア可能で仕入れが十分安い場合のみ検討	ブランドタグ・素材タグ・ダメージ・サイズ・付属品の有無を確認しましたか？	EFFE BEAMS ワンピース	EFFE BEAMS ブラウス	エッフェビームス ジャケット	全体正面・背面、ブランドタグ、素材タグ、サイズ表記、脇、襟袖、裾、裏地、ダメージ箇所を撮影	高仕入れ時は売り切れ相場3件以上確認。状態NGがある場合は原則見送り。
v5_expanded_additions	RULE_EXP_012	BRD_SACRA	CAT_LADIES	TRUE	v4.1	https://jp.mercari.com/search?keyword=SACRA%20%E3%83%AF%E3%83%B3%E3%83%94%E3%83%BC%E3%82%B9	https://jp.mercari.com/search?keyword=SACRA%20%E3%83%96%E3%83%A9%E3%82%A6%E3%82%B9	https://jp.mercari.com/search?keyword=%E3%82%B5%E3%82%AF%E3%83%A9%20%E3%82%B7%E3%83%A3%E3%83%84	レディース服	ユニセックス	SACRA	サクラ	ワンピース／ブラウス／シャツ	ワンピース／ブラウス／シャツ	通年	通年	2〜8週間	リネン/コットン/シルク混	リネン,コットン,シルク混	M/L/人気サイズ/大きいサイズ	M,L,人気サイズ,大きいサイズ	1500〜6000	1500	6000	7000〜18000	7000	18000	約-450〜14470	-450	14470	230	750	ゆうパケットポスト〜宅急便60	中	A	78	70	85	75	普通	70	中	中	25	中	25	75	61	条件付き買い	中	ロング丈/リネン/上品デザイン/美品	ロング丈,リネン,上品デザイン,美品	ブランド指名買い,通年需要,高単価	シミ/黄ばみ/脇汗/強い臭い/破れ/真贋不明	シミ,黄ばみ,脇汗,強い臭い,破れ,真贋不明	真贋注意,状態注意,相場確認必須	SACRA ワンピース,SACRA ブラウス,サクラ シャツ	3	正面/背面/ブランドタグ/素材タグ/サイズ表記/ダメージ箇所	ブランドタグ・素材タグ・状態を確認し、売り切れ相場3件以上を検索	SACRAはワンピース／ブラウス／シャツを優先確認。仕入れ上限を超える場合は相場確認必須。	ブランド,服種類,サイズ,素材,状態,仕入れ値,ブランドタグ写真,素材タグ写真,全体写真	真贋不明で高仕入れ/強い臭い/大きなシミ/破れ/ベタつき	売り切れ相場3件以上かつリペア可能で仕入れが十分安い場合のみ検討	ブランドタグ・素材タグ・ダメージ・サイズ・付属品の有無を確認しましたか？	SACRA ワンピース	SACRA ブラウス	サクラ シャツ	全体正面・背面、ブランドタグ、素材タグ、サイズ表記、脇、襟袖、裾、裏地、ダメージ箇所を撮影	高仕入れ時は売り切れ相場3件以上確認。状態NGがある場合は原則見送り。
v5_expanded_additions	RULE_EXP_013	BRD_ELIN	CAT_LADIES	TRUE	v4.1	https://jp.mercari.com/search?keyword=ELIN%20%E3%83%AF%E3%83%B3%E3%83%94%E3%83%BC%E3%82%B9	https://jp.mercari.com/search?keyword=ELIN%20%E3%82%B9%E3%82%AB%E3%83%BC%E3%83%88	https://jp.mercari.com/search?keyword=%E3%82%A8%E3%83%AA%E3%83%B3%20%E3%83%96%E3%83%A9%E3%82%A6%E3%82%B9	レディース服	ユニセックス	ELIN	エリン	ワンピース／スカート／ブラウス	デザインワンピース／スカート／ブラウス	通年	通年	2〜8週間	デザイン性/ウール/コットン	デザイン性,ウール,コットン	M/L/人気サイズ/大きいサイズ	M,L,人気サイズ,大きいサイズ	2000〜7000	2000	7000	8000〜22000	8000	22000	約-550〜17570	-550	17570	230	750	ゆうパケットポスト〜宅急便60	中	A	78	70	85	75	普通	70	中	中	25	中	25	75	61	条件付き買い	中	デザイン性/流通少なめ/美品/ロング丈	デザイン性,流通少なめ,美品,ロング丈	ブランド指名買い,通年需要,高単価	シミ/黄ばみ/脇汗/強い臭い/破れ/真贋不明	シミ,黄ばみ,脇汗,強い臭い,破れ,真贋不明	真贋注意,状態注意,相場確認必須	ELIN ワンピース,ELIN スカート,エリン ブラウス	3	正面/背面/ブランドタグ/素材タグ/サイズ表記/ダメージ箇所	ブランドタグ・素材タグ・状態を確認し、売り切れ相場3件以上を検索	ELINはデザインワンピース／スカート／ブラウスを優先確認。仕入れ上限を超える場合は相場確認必須。	ブランド,服種類,サイズ,素材,状態,仕入れ値,ブランドタグ写真,素材タグ写真,全体写真	真贋不明で高仕入れ/強い臭い/大きなシミ/破れ/ベタつき	売り切れ相場3件以上かつリペア可能で仕入れが十分安い場合のみ検討	ブランドタグ・素材タグ・ダメージ・サイズ・付属品の有無を確認しましたか？	ELIN ワンピース	ELIN スカート	エリン ブラウス	全体正面・背面、ブランドタグ、素材タグ、サイズ表記、脇、襟袖、裾、裏地、ダメージ箇所を撮影	高仕入れ時は売り切れ相場3件以上確認。状態NGがある場合は原則見送り。
v5_expanded_additions	RULE_EXP_014	BRD_AKTE	CAT_LADIES	TRUE	v4.1	https://jp.mercari.com/search?keyword=AKTE%20%E3%83%AF%E3%83%B3%E3%83%94%E3%83%BC%E3%82%B9	https://jp.mercari.com/search?keyword=AKTE%20%E3%82%B8%E3%83%AC	https://jp.mercari.com/search?keyword=%E3%82%A2%E3%82%AF%E3%83%86%20%E3%82%BB%E3%83%83%E3%83%88%E3%82%A2%E3%83%83%E3%83%97	レディース服	ユニセックス	AKTE	アクテ	ワンピース／ジレ／セットアップ	ワンピース／ジレ／セットアップ	通年	通年	2〜8週間	リネン/コットン/セットアップ	リネン,コットン,セットアップ	M/L/人気サイズ/大きいサイズ	M,L,人気サイズ,大きいサイズ	1000〜5000	1000	5000	5000〜15000	5000	15000	約-1250〜12270	-1250	12270	230	750	ゆうパケットポスト〜宅急便60	中	A	78	70	85	75	普通	70	中	中	25	中	25	75	61	条件付き買い	中	インスタ系/完売品/セットアップ/現行感	インスタ系,完売品,セットアップ,現行感	ブランド指名買い,通年需要,高単価	シミ/黄ばみ/脇汗/強い臭い/破れ/真贋不明	シミ,黄ばみ,脇汗,強い臭い,破れ,真贋不明	真贋注意,状態注意,相場確認必須	AKTE ワンピース,AKTE ジレ,アクテ セットアップ	3	正面/背面/ブランドタグ/素材タグ/サイズ表記/ダメージ箇所	ブランドタグ・素材タグ・状態を確認し、売り切れ相場3件以上を検索	AKTEはワンピース／ジレ／セットアップを優先確認。仕入れ上限を超える場合は相場確認必須。	ブランド,服種類,サイズ,素材,状態,仕入れ値,ブランドタグ写真,素材タグ写真,全体写真	真贋不明で高仕入れ/強い臭い/大きなシミ/破れ/ベタつき	売り切れ相場3件以上かつリペア可能で仕入れが十分安い場合のみ検討	ブランドタグ・素材タグ・ダメージ・サイズ・付属品の有無を確認しましたか？	AKTE ワンピース	AKTE ジレ	アクテ セットアップ	全体正面・背面、ブランドタグ、素材タグ、サイズ表記、脇、襟袖、裾、裏地、ダメージ箇所を撮影	高仕入れ時は売り切れ相場3件以上確認。状態NGがある場合は原則見送り。
v5_expanded_additions	RULE_EXP_015	BRD_ETR_TOKYO	CAT_LADIES	TRUE	v4.1	https://jp.mercari.com/search?keyword=ETR%C3%89%20TOKYO%20%E3%83%AF%E3%83%B3%E3%83%94%E3%83%BC%E3%82%B9	https://jp.mercari.com/search?keyword=ETR%C3%89%20TOKYO%20%E3%82%BB%E3%83%83%E3%83%88%E3%82%A2%E3%83%83%E3%83%97	https://jp.mercari.com/search?keyword=%E3%82%A8%E3%83%88%E3%83%AC%E3%83%88%E3%82%A6%E3%82%AD%E3%83%A7%E3%82%A6%20%E3%82%A2%E3%82%A6%E3%82%BF%E3%83%BC	レディース服	ユニセックス	ETRÉ TOKYO	エトレトウキョウ	ワンピース／アウター／セットアップ	ワンピース／アウター／セットアップ	通年	通年	2〜8週間	リネン/ウール/コットン/セットアップ	リネン,ウール,コットン,セットアップ	M/L/人気サイズ/大きいサイズ	M,L,人気サイズ,大きいサイズ	2000〜8000	2000	8000	8000〜25000	8000	25000	約-2000〜19750	-2000	19750	750	1200	宅急便60〜100	高	A	78	70	85	75	普通	70	中	中	25	中	25	75	61	条件付き買い	中	近年人気/完売品/品番あり/セットアップ	近年人気,完売品,品番あり,セットアップ	ブランド指名買い,通年需要,高単価	シミ/黄ばみ/脇汗/強い臭い/破れ/真贋不明	シミ,黄ばみ,脇汗,強い臭い,破れ,真贋不明	真贋注意,状態注意,相場確認必須	ETRÉ TOKYO ワンピース,ETRÉ TOKYO セットアップ,エトレトウキョウ アウター	3	正面/背面/ブランドタグ/素材タグ/サイズ表記/ダメージ箇所	ブランドタグ・素材タグ・状態を確認し、売り切れ相場3件以上を検索	ETRÉ TOKYOはワンピース／アウター／セットアップを優先確認。仕入れ上限を超える場合は相場確認必須。	ブランド,服種類,サイズ,素材,状態,仕入れ値,ブランドタグ写真,素材タグ写真,全体写真	真贋不明で高仕入れ/強い臭い/大きなシミ/破れ/ベタつき	売り切れ相場3件以上かつリペア可能で仕入れが十分安い場合のみ検討	ブランドタグ・素材タグ・ダメージ・サイズ・付属品の有無を確認しましたか？	ETRÉ TOKYO ワンピース	ETRÉ TOKYO セットアップ	エトレトウキョウ アウター	全体正面・背面、ブランドタグ、素材タグ、サイズ表記、脇、襟袖、裾、裏地、ダメージ箇所を撮影	高仕入れ時は売り切れ相場3件以上確認。状態NGがある場合は原則見送り。
